,ppl,date,event,combination,source_abb,target_abb,abbrev_x,source,abbrev_y,target,weight
289,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'KP')",KC,KP,KC,Kellyanne Conway,KP,Karen Pence,1
290,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'MM')",KC,MM,KC,Kellyanne Conway,MM,Mark Meadows,1
291,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'BS')",KC,BS,KC,Kellyanne Conway,BS,Ben Sasse,1
292,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'JH')",KC,JH,KC,Kellyanne Conway,JH,Josh Hawley,1
293,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'KL')",KC,KL,KC,Kellyanne Conway,KL,Kelly Loeffler,1
294,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'PC')",KC,PC,KC,Kellyanne Conway,PC,Pat Cipollone,1
295,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'TT')",KC,TT,KC,Kellyanne Conway,TT,Tiffany Trump,1
296,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'MB')",KC,MB,KC,Kellyanne Conway,MB,Marsha Blackburn,1
297,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'MC')",KC,MC,KC,Kellyanne Conway,MC,Mike Crapo,1
298,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KC', 'DF')",KC,DF,KC,Kellyanne Conway,DF,Deb Fischer,1
299,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'CC')",THOMT,CC,THOMT,Thom Tillis,CC,Chris Christie,1
300,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'GL')",THOMT,GL,THOMT,Thom Tillis,GL,Greg Laurie,1
301,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'CG')",THOMT,CG,THOMT,Thom Tillis,CG,Chad Gilmartin,1
302,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'KLEAV')",THOMT,KLEAV,THOMT,Thom Tillis,KLEAV,Karoline Leavitt,1
303,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'KM')",THOMT,KM,THOMT,Thom Tillis,KM,Kayleigh McEnany,1
304,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'AD')",THOMT,AD,THOMT,Thom Tillis,AD,Al Drago,1
305,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'ACB')",THOMT,ACB,THOMT,Thom Tillis,ACB,Amy Coney Barrett,1
306,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'WB')",THOMT,WB,THOMT,Thom Tillis,WB,William Barr,1
307,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'MP')",THOMT,MP,THOMT,Thom Tillis,MP,Mike Pence,1
308,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'KP')",THOMT,KP,THOMT,Thom Tillis,KP,Karen Pence,1
309,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'MM')",THOMT,MM,THOMT,Thom Tillis,MM,Mark Meadows,1
310,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'BS')",THOMT,BS,THOMT,Thom Tillis,BS,Ben Sasse,1
311,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'JH')",THOMT,JH,THOMT,Thom Tillis,JH,Josh Hawley,1
312,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'KL')",THOMT,KL,THOMT,Thom Tillis,KL,Kelly Loeffler,1
313,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'PC')",THOMT,PC,THOMT,Thom Tillis,PC,Pat Cipollone,1
314,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'TT')",THOMT,TT,THOMT,Thom Tillis,TT,Tiffany Trump,1
315,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'MB')",THOMT,MB,THOMT,Thom Tillis,MB,Marsha Blackburn,1
316,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'MC')",THOMT,MC,THOMT,Thom Tillis,MC,Mike Crapo,1
317,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('THOMT', 'DF')",THOMT,DF,THOMT,Thom Tillis,DF,Deb Fischer,1
318,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'GL')",CC,GL,CC,Chris Christie,GL,Greg Laurie,1
319,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'CG')",CC,CG,CC,Chris Christie,CG,Chad Gilmartin,1
320,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'KLEAV')",CC,KLEAV,CC,Chris Christie,KLEAV,Karoline Leavitt,1
321,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'KM')",CC,KM,CC,Chris Christie,KM,Kayleigh McEnany,1
322,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'AD')",CC,AD,CC,Chris Christie,AD,Al Drago,1
323,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'ACB')",CC,ACB,CC,Chris Christie,ACB,Amy Coney Barrett,1
324,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'WB')",CC,WB,CC,Chris Christie,WB,William Barr,1
325,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'MP')",CC,MP,CC,Chris Christie,MP,Mike Pence,1
326,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'KP')",CC,KP,CC,Chris Christie,KP,Karen Pence,1
327,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'MM')",CC,MM,CC,Chris Christie,MM,Mark Meadows,1
328,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'BS')",CC,BS,CC,Chris Christie,BS,Ben Sasse,1
329,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'JH')",CC,JH,CC,Chris Christie,JH,Josh Hawley,1
330,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'KL')",CC,KL,CC,Chris Christie,KL,Kelly Loeffler,1
331,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'PC')",CC,PC,CC,Chris Christie,PC,Pat Cipollone,1
332,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'TT')",CC,TT,CC,Chris Christie,TT,Tiffany Trump,1
333,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'MB')",CC,MB,CC,Chris Christie,MB,Marsha Blackburn,1
334,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'MC')",CC,MC,CC,Chris Christie,MC,Mike Crapo,1
335,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CC', 'DF')",CC,DF,CC,Chris Christie,DF,Deb Fischer,1
336,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'CG')",GL,CG,GL,Greg Laurie,CG,Chad Gilmartin,1
337,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'KLEAV')",GL,KLEAV,GL,Greg Laurie,KLEAV,Karoline Leavitt,1
338,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'KM')",GL,KM,GL,Greg Laurie,KM,Kayleigh McEnany,1
339,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'AD')",GL,AD,GL,Greg Laurie,AD,Al Drago,1
340,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'ACB')",GL,ACB,GL,Greg Laurie,ACB,Amy Coney Barrett,1
341,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'WB')",GL,WB,GL,Greg Laurie,WB,William Barr,1
342,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'MP')",GL,MP,GL,Greg Laurie,MP,Mike Pence,1
343,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'KP')",GL,KP,GL,Greg Laurie,KP,Karen Pence,1
344,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'MM')",GL,MM,GL,Greg Laurie,MM,Mark Meadows,1
345,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'BS')",GL,BS,GL,Greg Laurie,BS,Ben Sasse,1
346,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'JH')",GL,JH,GL,Greg Laurie,JH,Josh Hawley,1
347,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'KL')",GL,KL,GL,Greg Laurie,KL,Kelly Loeffler,1
348,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'PC')",GL,PC,GL,Greg Laurie,PC,Pat Cipollone,1
349,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'TT')",GL,TT,GL,Greg Laurie,TT,Tiffany Trump,1
350,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'MB')",GL,MB,GL,Greg Laurie,MB,Marsha Blackburn,1
351,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'MC')",GL,MC,GL,Greg Laurie,MC,Mike Crapo,1
352,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('GL', 'DF')",GL,DF,GL,Greg Laurie,DF,Deb Fischer,1
353,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CG', 'KLEAV')",CG,KLEAV,CG,Chad Gilmartin,KLEAV,Karoline Leavitt,1
354,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('CG', 'KM')",CG,KM,CG,Chad Gilmartin,KM,Kayleigh McEnany,1
