,ppl,date,event,combination,source_abb,target_abb,abbrev_x,source,abbrev_y,target,weight
600,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('HH', 'KG')",HH,KG,HH,Hope Hicks,KG,Kimberly Guilfoyle,1
601,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('HH', 'RO')",HH,RO,HH,Hope Hicks,RO,Robert O'Brien,1
602,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'SM')",BSTE,SM,BSTE,Bill Stepien,SM,Stephen Miller,1
603,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'IT')",BSTE,IT,BSTE,Bill Stepien,IT,Ivanka Trump,1
604,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'DTJ')",BSTE,DTJ,BSTE,Bill Stepien,DTJ,Donald Trump Jr.,1
605,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'ET')",BSTE,ET,BSTE,Bill Stepien,ET,Eric Trump,1
606,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'DS')",BSTE,DS,BSTE,Bill Stepien,DS,Dan Scavino,1
607,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'JK')",BSTE,JK,BSTE,Bill Stepien,JK,Jared Kushner,1
608,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'JM')",BSTE,JM,BSTE,Bill Stepien,JM,Jason Miller,1
609,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'JJORD')",BSTE,JJORD,BSTE,Bill Stepien,JJORD,Jim Jordan,1
610,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'LT')",BSTE,LT,BSTE,Bill Stepien,LT,Lara Trump,1
611,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'MM')",BSTE,MM,BSTE,Bill Stepien,MM,Mark Meadows,1
612,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'TT')",BSTE,TT,BSTE,Bill Stepien,TT,Tiffany Trump,1
613,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'KG')",BSTE,KG,BSTE,Bill Stepien,KG,Kimberly Guilfoyle,1
614,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('BSTE', 'RO')",BSTE,RO,BSTE,Bill Stepien,RO,Robert O'Brien,1
615,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'IT')",SM,IT,SM,Stephen Miller,IT,Ivanka Trump,1
616,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'DTJ')",SM,DTJ,SM,Stephen Miller,DTJ,Donald Trump Jr.,1
617,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'ET')",SM,ET,SM,Stephen Miller,ET,Eric Trump,1
618,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'DS')",SM,DS,SM,Stephen Miller,DS,Dan Scavino,1
619,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'JK')",SM,JK,SM,Stephen Miller,JK,Jared Kushner,1
620,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'JM')",SM,JM,SM,Stephen Miller,JM,Jason Miller,1
621,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'JJORD')",SM,JJORD,SM,Stephen Miller,JJORD,Jim Jordan,1
622,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'LT')",SM,LT,SM,Stephen Miller,LT,Lara Trump,1
623,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'MM')",SM,MM,SM,Stephen Miller,MM,Mark Meadows,1
624,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'TT')",SM,TT,SM,Stephen Miller,TT,Tiffany Trump,1
625,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'KG')",SM,KG,SM,Stephen Miller,KG,Kimberly Guilfoyle,1
626,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('SM', 'RO')",SM,RO,SM,Stephen Miller,RO,Robert O'Brien,1
627,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'DTJ')",IT,DTJ,IT,Ivanka Trump,DTJ,Donald Trump Jr.,1
628,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'ET')",IT,ET,IT,Ivanka Trump,ET,Eric Trump,1
629,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'DS')",IT,DS,IT,Ivanka Trump,DS,Dan Scavino,1
630,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'JK')",IT,JK,IT,Ivanka Trump,JK,Jared Kushner,1
631,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'JM')",IT,JM,IT,Ivanka Trump,JM,Jason Miller,1
632,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'JJORD')",IT,JJORD,IT,Ivanka Trump,JJORD,Jim Jordan,1
633,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'LT')",IT,LT,IT,Ivanka Trump,LT,Lara Trump,1
634,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'MM')",IT,MM,IT,Ivanka Trump,MM,Mark Meadows,1
635,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'TT')",IT,TT,IT,Ivanka Trump,TT,Tiffany Trump,1
636,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'KG')",IT,KG,IT,Ivanka Trump,KG,Kimberly Guilfoyle,1
637,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('IT', 'RO')",IT,RO,IT,Ivanka Trump,RO,Robert O'Brien,1
638,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'ET')",DTJ,ET,DTJ,Donald Trump Jr.,ET,Eric Trump,1
639,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'DS')",DTJ,DS,DTJ,Donald Trump Jr.,DS,Dan Scavino,1
640,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'JK')",DTJ,JK,DTJ,Donald Trump Jr.,JK,Jared Kushner,1
641,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'JM')",DTJ,JM,DTJ,Donald Trump Jr.,JM,Jason Miller,1
642,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'JJORD')",DTJ,JJORD,DTJ,Donald Trump Jr.,JJORD,Jim Jordan,1
643,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'LT')",DTJ,LT,DTJ,Donald Trump Jr.,LT,Lara Trump,1
644,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'MM')",DTJ,MM,DTJ,Donald Trump Jr.,MM,Mark Meadows,1
645,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'TT')",DTJ,TT,DTJ,Donald Trump Jr.,TT,Tiffany Trump,1
646,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'KG')",DTJ,KG,DTJ,Donald Trump Jr.,KG,Kimberly Guilfoyle,1
647,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DTJ', 'RO')",DTJ,RO,DTJ,Donald Trump Jr.,RO,Robert O'Brien,1
648,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'DS')",ET,DS,ET,Eric Trump,DS,Dan Scavino,1
649,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'JK')",ET,JK,ET,Eric Trump,JK,Jared Kushner,1
650,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'JM')",ET,JM,ET,Eric Trump,JM,Jason Miller,1
651,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'JJORD')",ET,JJORD,ET,Eric Trump,JJORD,Jim Jordan,1
652,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'LT')",ET,LT,ET,Eric Trump,LT,Lara Trump,1
653,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'MM')",ET,MM,ET,Eric Trump,MM,Mark Meadows,1
654,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'TT')",ET,TT,ET,Eric Trump,TT,Tiffany Trump,1
655,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'KG')",ET,KG,ET,Eric Trump,KG,Kimberly Guilfoyle,1
656,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('ET', 'RO')",ET,RO,ET,Eric Trump,RO,Robert O'Brien,1
657,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'JK')",DS,JK,DS,Dan Scavino,JK,Jared Kushner,1
658,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'JM')",DS,JM,DS,Dan Scavino,JM,Jason Miller,1
659,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'JJORD')",DS,JJORD,DS,Dan Scavino,JJORD,Jim Jordan,1
660,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'LT')",DS,LT,DS,Dan Scavino,LT,Lara Trump,1
661,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'MM')",DS,MM,DS,Dan Scavino,MM,Mark Meadows,1
662,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'TT')",DS,TT,DS,Dan Scavino,TT,Tiffany Trump,1
663,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'KG')",DS,KG,DS,Dan Scavino,KG,Kimberly Guilfoyle,1
664,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('DS', 'RO')",DS,RO,DS,Dan Scavino,RO,Robert O'Brien,1
665,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'JM')",JK,JM,JK,Jared Kushner,JM,Jason Miller,1
666,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'JJORD')",JK,JJORD,JK,Jared Kushner,JJORD,Jim Jordan,1
667,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'LT')",JK,LT,JK,Jared Kushner,LT,Lara Trump,1
668,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'MM')",JK,MM,JK,Jared Kushner,MM,Mark Meadows,1
669,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'TT')",JK,TT,JK,Jared Kushner,TT,Tiffany Trump,1
670,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'KG')",JK,KG,JK,Jared Kushner,KG,Kimberly Guilfoyle,1
671,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JK', 'RO')",JK,RO,JK,Jared Kushner,RO,Robert O'Brien,1
672,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'JJORD')",JM,JJORD,JM,Jason Miller,JJORD,Jim Jordan,1
673,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'LT')",JM,LT,JM,Jason Miller,LT,Lara Trump,1
674,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'MM')",JM,MM,JM,Jason Miller,MM,Mark Meadows,1
675,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'TT')",JM,TT,JM,Jason Miller,TT,Tiffany Trump,1
676,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'KG')",JM,KG,JM,Jason Miller,KG,Kimberly Guilfoyle,1
677,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JM', 'RO')",JM,RO,JM,Jason Miller,RO,Robert O'Brien,1
678,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JJORD', 'LT')",JJORD,LT,JJORD,Jim Jordan,LT,Lara Trump,1
679,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JJORD', 'MM')",JJORD,MM,JJORD,Jim Jordan,MM,Mark Meadows,1
680,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JJORD', 'TT')",JJORD,TT,JJORD,Jim Jordan,TT,Tiffany Trump,1
681,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JJORD', 'KG')",JJORD,KG,JJORD,Jim Jordan,KG,Kimberly Guilfoyle,1
682,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('JJORD', 'RO')",JJORD,RO,JJORD,Jim Jordan,RO,Robert O'Brien,1
683,"['DT', 'MT', 'HH', 'BSTE', 'SM', 'IT', 'DTJ', 'ET', 'DS', 'JK', 'JM', 'JJORD', 'LT', 'MM', 'TT', 'KG', 'RO']",2020-09-29,Flights to and from Cleveland aboard Air Force One,"('LT', 'MM')",LT,MM,LT,Lara Trump,MM,Mark Meadows,1
